gp_id,go_annotations,go_term,go_definitions,Obsolete,Parents,Aspect,go_id_pmc,go_term_pmc,normalized_term,normalized_id,go_match
GO:0180022,1,RQC-trigger complex,"A ribosome disassembly complex which dissociates stalled ribsome subunits as part of the ribosome quality control pathway. RQT complex is composed of a RNA helicase-family protein yeast Rqt2 (human ASCC3), a ubiquitin-binding protein yeast Rqt3, (human ASCC2), and Rqt4 (Human TRIP4).",FALSE,GO:0032991,cellular_component,0,12,no appropriate match,GO:0000000,0
GO:1904724,55,tertiary granule lumen,Any membrane-enclosed lumen that is part of a tertiary granule.,FALSE,GO:0031974|GO:0070820|GO:0070013,cellular_component,22,11,tertiary granule lumen,GO:1990574,0
GO:0000164,17,protein phosphatase type 1 complex,"A protein complex that possesses magnesium-dependent protein serine/threonine phosphatase (AMD phosphatase) activity, and consists of a catalytic subunit and one or more regulatory subunits that dictates the phosphatase's substrate specificity, function, and activity.",FALSE,GO:0008287|GO:0005737,cellular_component,0,11,protein phosphatase type 1 complex,GO:0000159,0
GO:0000783,14,nuclear telomere cap complex,A complex of DNA and protein located at the end of a linear chromosome in the nucleus that protects and stabilizes a linear chromosome.|Note that this term can be used in place of the obsolete cellular component term 'telomere ; GO:0005696'. Use with caution because this term refers to a specific protein complex and not a region of the chromosome.,FALSE,GO:0140513|GO:0000782,cellular_component,8,11,nuclear telomere cap complex,GO:0070188,0
GO:0097124,13,cyclin A2-CDK2 complex,A protein complex consisting of cyclin A2 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.,FALSE,GO:0000307,cellular_component,4,11,no appropriate match,GO:0000000,0
GO:0000138,10,Golgi trans cisterna,The Golgi cisterna farthest from the endoplasmic reticulum; the final processing compartment through which proteins pass before exiting the Golgi apparatus; the compartment in which N-linked protein glycosylation is completed.,FALSE,GO:0031985,cellular_component,2,11,Golgi trans cisterna,GO:0000133,0
GO:0034457,8,Mpp10 complex,"A protein complex that forms a subcomplex of the 90S preribosome. In S. cerevisiae, it is composed of Mpp10p, Imp3p and Imp4p.|Note that the term name uses Saccharomyces gene product names because no other names have yet arisen for this complex; the term nevertheless can be used for analogous complexes in other eukaryotes, and the name can be changed if better wording is found.",FALSE,GO:0030686|GO:0005730|GO:0140513,cellular_component,0,11,Mpp10 complex,GO:0032040,0
GO:0098858,4,actin-based cell projection,"A cell projection supported by an assembly of actin filaments, and which lacks microtubules.",FALSE,GO:0120025,cellular_component,13,11,actin-based cell projection,GO:0031252,0
GO:0097014,2,ciliary plasm,"All of the contents of a cilium, excluding the plasma membrane surrounding the cilium.|Note that we deem cilium and microtubule-based flagellum to be equivalent. Also, researchers consider the composition of both the plasm and the membrane of the cilium to be detectably different from that in the non-ciliary cytosol and plasma membrane (e.g. in terms of calcium ion concentration, membrane lipid composition, and more). For this reason, the term ""ciliary plasm"" is not linked to ""cytoplasm"".",FALSE,GO:0005929|GO:0005737|GO:0032838,cellular_component,21,11,ciliary cytoplasm,GO:0097014,1
GO:0005715,1,late recombination nodule,An electron dense structure that is associated with meiotic chromosomes in pachytene during meiosis I.,FALSE,GO:0005713,cellular_component,0,11,no appropriate match,GO:0000000,0
GO:0005914,1,spot adherens junction,A small cell-cell adherens junction assembled during the cellularization stage of insect embyrogenesis; spot adherens junctions later fuse to form the zonula adherens.,FALSE,GO:0005912,cellular_component,1,11,adherens junction,GO:0005912,0
GO:0070821,75,tertiary granule membrane,The lipid bilayer surrounding a tertiary granule.,FALSE,GO:0070820|GO:0030667,cellular_component,25,10,tertiary granule membrane,GO:0070820,0
GO:0099634,41,postsynaptic specialization membrane,The membrane component of the postsynaptic specialization. This is the region of the postsynaptic membrane in which the population of neurotransmitter receptors involved in synaptic transmission are concentrated.,FALSE,GO:0045211|GO:0099572|GO:0016020|GO:0097060,cellular_component,3,10,postsynaptic specialization membrane,GO:0099634,1
GO:0071682,27,endocytic vesicle lumen,The volume enclosed by the membrane of an endocytic vesicle.,FALSE,GO:0031974|GO:0030139|GO:0070013,cellular_component,26,10,endocytic vesicle lumen,GO:0071682,1
GO:0000506,23,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex,"An enzyme complex that catalyzes the transfer of GlcNAc from UDP-GlcNAc to an acceptor phosphatidylinositol, the first step in the production of GPI anchors for cell surface proteins. The complex contains PIG-A, PIG-C, PIG-H, PIG-Q, PIG-P, and DPM2 in human, and Eri1p, Gpi1p, Gpi2p, Gpi15p, Gpi19p, and Spt14p in budding yeast.|Note that this term should not be confused with 'GPI-anchor transamidase complex ; GO:0042765', which represents a distinct complex with a different catalytic activity.",FALSE,GO:1990234|GO:0140534|GO:0098796|GO:0005789,cellular_component,1,10,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex,GO:0031201,0
GO:0005785,5,signal recognition particle receptor complex,"A transmembrane heterodimeric protein located in the membrane of the rough endoplasmic reticulum. Both subunits contain GTPase domains with which signal recognition particle interacts. In the presence of GTP and SRP receptor, SRP is released from the ribosome-nascent chain complex.",FALSE,GO:0140534|GO:0098796|GO:0030867,cellular_component,1,10,signal recognition particle receptor complex,GO:0005786,0
GO:0000126,4,transcription factor TFIIIB complex,"A transcription factor complex that is involved in regulating transcription from RNA polymerase III (Pol III) promoters. TFIIIB contains the TATA-binding protein (TBP) and two Pol III-specific proteins, B'' and BRF.",FALSE,GO:0090576,cellular_component,2,10,transcription factor TFIIIB complex,GO:0000126,1
GO:1990037,3,Lewy body core,"The center portion of a Lewy body. In Parkinson's disease, it contains a matted meshwork of filaments.",FALSE,GO:0097413|GO:0110165,cellular_component,2,10,no appropriate match,GO:0000000,0
GO:0017087,2,mitochondrial processing peptidase complex,A protein complex consisting of a regulatory subunit (alpha-MPP) and a catalytic subunit (beta-MPP) that catalyzes the release of N-terminal targeting peptides from precursor proteins imported into the mitochondrion.|Note that monomeric mitochondrial processing peptidases have been observed.,FALSE,GO:1905369|GO:0098798|GO:0005759,cellular_component,1,10,mitochondrial processing peptidase complex,GO:0005758,0
GO:0120220,1,basal body patch,The region in the apical portion of multiciliated epithelial cells where the ciliary basal bodies cluster.,FALSE,GO:0045177|GO:0110165,cellular_component,0,10,no appropriate match,GO:0000000,0
GO:0071002,1,U4atac/U6atac snRNP,"A ribonucleoprotein complex that contains the extensively base paired small nuclear RNAs U4atac and U6atac, a heptameric ring of Sm proteins associated with U4atac, the Lsm2-8 heptameric ring complex associated with U6atac, as well as several proteins that are unique to the U4atac snRNP or U6atac snRNPs, some of which remain associated with the U4atac/U6atac snRNA both while the U4atac snRNP is free or assembled into a series of spliceosomal complexes.",FALSE,GO:0097525,cellular_component,0,10,U4atac/U6atac snRNP,GO:0005689,0
GO:0035578,94,azurophil granule lumen,"The volume enclosed by the membrane of an azurophil granule, a primary lysosomal granule found in neutrophil granulocytes that contains a wide range of hydrolytic enzymes and is released into the extracellular fluid.",FALSE,GO:0042582|GO:0005775|GO:0034774,cellular_component,13,9,azurophil granule lumen,GO:0035578,1
GO:0032281,38,AMPA glutamate receptor complex,"An assembly of four or five subunits which form a structure with an extracellular N-terminus and a large loop that together form the ligand binding domain. The C-terminus is intracellular. The ionotropic glutamate receptor complex itself acts as a ligand gated ion channel; on binding glutamate, charged ions pass through a channel in the center of the receptor complex. The AMPA receptors mediate fast synaptic transmission in the CNS and are composed of subunits GluR1-4, products from separate genes. These subunits have an extracellular N-terminus and an intracellular C-terminus.",FALSE,GO:0008328,cellular_component,10,9,AMPA glutamate receptor complex,GO:0032281,1
GO:0022624,17,proteasome accessory complex,"A protein complex, that caps one or both ends of the proteasome core complex and regulates entry into, or exit from, the proteasome core complex.",FALSE,GO:0032991|GO:0005622|GO:0000502,cellular_component,15,9,proteasome accessory complex,GO:0022624,1
GO:0043625,14,delta DNA polymerase complex,"A multimeric DNA polymerase enzyme complex which differs in composition amongst species; in humans it is a heterotetramer of four subunits of approximately 125, 50, 68 and 12kDa, while in S. cerevisiae, it has three different subunits which form a heterotrimer, and the active enzyme is a dimer of this heterotrimer. Functions in DNA replication, mismatch repair and excision repair.",FALSE,GO:0043601|GO:0140513|GO:0042575,cellular_component,1,9,delta DNA polymerase complex,GO:0008622,0
GO:0070761,8,pre-snoRNP complex,"A ribonucleoprotein complex that contains a precursor small nucleolar RNA (pre-snoRNA) and associated proteins, and forms during small nucleolar ribonucleoprotein complex (snoRNP) assembly. Pre-snoRNP complexes may contain proteins not found in the corresponding mature snoRNP complexes.",FALSE,GO:1990904,cellular_component,2,9,pre-snoRNP complex,GO:0032042,0
GO:0005655,8,nucleolar ribonuclease P complex,"A ribonuclease P complex located in the nucleolus of a eukaryotic cell, where it catalyzes the 5' endonucleolytic cleavage of precursor tRNAs to yield mature tRNAs. Eukaryotic nucleolar ribonuclease P complexes generally contain a single RNA molecule that is necessary but not sufficient for catalysis, and several protein molecules.",FALSE,GO:0140513|GO:0030681|GO:0030677|GO:0005730,cellular_component,2,9,nucleolar ribonuclease P complex,GO:0030677,0
GO:0009368,6,endopeptidase Clp complex,"A protein complex comprised of members of the ClpX, ClpC, ClpD, ClpP or ClpR protein families. ClpPs are the proteolytic subunit of active complexes, and ClpA and ClpX form the regulatory subunits. Enzymatically active and inactive complexes can form.",FALSE,GO:1902494,cellular_component,0,9,endopeptidase Clp complex,GO:0009368,1
GO:0048237,4,rough endoplasmic reticulum lumen,The volume enclosed by the membranes of the rough endoplasmic reticulum.,FALSE,GO:0031974|GO:0005788|GO:0005791,cellular_component,2,9,rough endoplasmic reticulum lumen,GO:0048237,1
GO:0000214,4,tRNA-intron endonuclease complex,"A protein complex that catalyzes the endonucleolytic cleavage of pre-tRNA, producing 5'-hydroxyl and 2',3'-cyclic phosphate termini, and specifically removing the intron.",FALSE,GO:1902555|GO:0140513,cellular_component,1,9,tRNA-intron endonuclease complex,GO:0005737,0
GO:0005673,2,transcription factor TFIIE complex,A transcription factor which in humans consists of a complex of two alpha and two beta chains. Recruits TFIIH to the initiation complex and helps activate both RNA polymerase II and TFIIH.,FALSE,GO:0090575|GO:0016591,cellular_component,2,9,transcription factor TFIIE complex,GO:0005673,1
GO:0032580,93,Golgi cisterna membrane,"The lipid bilayer surrounding any of the thin, flattened compartments that form the central portion of the Golgi complex.",FALSE,GO:0031985|GO:0031090,cellular_component,5,8,Golgi cisterna membrane,GO:0032580,1
GO:0000177,26,cytoplasmic exosome (RNase complex),"A ribonuclease complex that has 3-prime to 5-prime processive hydrolytic exoribonuclease activity producing 5-prime-phosphomonoesters. Participates in a multitude of cellular RNA processing and degradation events preventing nuclear export and/or translation of aberrant RNAs. Restricted to processing linear and circular single-stranded RNAs (ssRNA) only. RNAs with complex secondary structures may have to be unwound or pre-processed by co-factors prior to entering the complex, esp if the 3-prime end is structured.",FALSE,GO:0005737|GO:0000178,cellular_component,0,8,cytoplasmic exosome (RNase complex),GO:0000178,0
GO:0031095,13,platelet dense tubular network membrane,The lipid bilayer surrounding the platelet dense tubular network.,FALSE,GO:0031094|GO:0098588,cellular_component,3,8,platelet dense tubular network membrane,GO:0031980,0
GO:0005672,11,transcription factor TFIIA complex,"A component of the transcription machinery of RNA Polymerase II. In humans, TFIIA is a heterotrimer composed of an alpha (P35), beta (P19) and gamma subunits (P12).",FALSE,GO:0090575|GO:0016591,cellular_component,3,8,transcription factor TFIIA complex,GO:0005672,1
GO:0097526,7,spliceosomal tri-snRNP complex,A spliceosomal snRNP complex that is formed by the association of the U4/U6 (or U4atac/U6atac) snRNP with the U5 snRNP.,FALSE,GO:0097525,cellular_component,5,8,spliceosomal tri-snRNP complex,GO:0097525,0
GO:0005954,6,calcium- and calmodulin-dependent protein kinase complex,"An enzyme complex which in eukaryotes is composed of four different chains: alpha, beta, gamma, and delta. The different isoforms assemble into homo- or heteromultimeric holoenzymes composed of 8 to 12 subunits. Catalyzes the phosphorylation of proteins to O-phosphoproteins.",FALSE,GO:1902494|GO:0140535,cellular_component,6,8,calcium- and calmodulin-dependent protein kinase complex,GO:0005954,1
GO:0098802,6,plasma membrane signaling receptor complex,"Any protein complex that is part of the plasma membrane and which functions as a signaling receptor.|Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC.",FALSE,GO:0098797|GO:0043235,cellular_component,29,8,plasma membrane signaling receptor complex,GO:0098802,1
GO:0070557,5,PCNA-p21 complex,A protein complex that contains the cyclin-dependent protein kinase inhibitor p21WAF1/CIP1 bound to PCNA; formation of the complex inhibits DNA replication.,FALSE,GO:0140513,cellular_component,4,8,no appropriate match,GO:0000000,0
GO:0043527,5,tRNA methyltransferase complex,A multimeric protein complex involved in the methylation of specific nucleotides in tRNA.,FALSE,GO:0034708,cellular_component,2,8,tRNA methyltransferase complex,GO:1990904,0
GO:0034455,4,t-UTP complex,"A protein complex that forms a subcomplex of the 90S preribosome and is required for the subsequent assembly of the rest of the preribosome. In S. cerevisiae, it is composed of Utp5p, Utp4p, Nan1p, Utp8p, Utp9p, Utp10 and Utp15p.|Note that the term name uses Saccharomyces gene product names because no other names have yet arisen for this complex; the term nevertheless can be used for analogous complexes in other eukaryotes, and the name can be changed if better wording is found.",FALSE,GO:0005730|GO:0140513,cellular_component,3,8,t-UTP complex,GO:0032040,0
GO:0062167,3,complement component C1q complex,"A protein-containing complex composed of six subunits of each of the three homologous polypeptide chains C1QA, C1QB, and C1QB. It is a subunit of the complement C1 complex. In addition to complement activation, C1q appears to have roles in homeostasis and cellular development, superoxide (O2-) production by neutrophils, blood coagulation and neurological synapse pruning.",FALSE,GO:0032991|GO:0005576,cellular_component,0,8,complement component C1q complex,GO:0072540,0
GO:0019908,3,nuclear cyclin-dependent protein kinase holoenzyme complex,Cyclin-dependent protein kinase (CDK) complex found in the nucleus.,FALSE,GO:0140513|GO:0000307,cellular_component,2,8,nuclear cyclin-dependent protein kinase holoenzyme complex,GO:0000307,0
GO:1990332,1,Ire1 complex,"A type-I transmembrane protein complex located in the endoplasmic reticulum (ER) consisting of an IRE1-IRE1 dimer, which forms in response to the accumulation of unfolded protein in the ER. The dimeric complex has endoribonuclease (RNase) activity and evokes the unfolded protein response (UPR) by cleaving an intron of a mRNA coding for the transcription factor HAC1 in yeast or XBP1 in mammals; the complex cleaves a single phosphodiester bond in each of two RNA hairpins (with non-specific base paired stems and loops of consensus sequence CNCNNGN, where N is any base) to remove an intervening intron from the target transcript.|An example of this is Ire1 in S. cerevisiae (P32361) in PMID:18191223 (inferred from direct assay).",FALSE,GO:1902555|GO:1902554|GO:0140534|GO:0098796|GO:0005789,cellular_component,0,8,IRE1-kinase complex,GO:0030943,0
GO:1990385,1,meiotic spindle midzone,The area in the center of the meiotic spindle where the spindle microtubules from opposite poles overlap.,FALSE,GO:0072687|GO:0051233,cellular_component,2,8,meiotic spindle midzone,GO:1990570,0
GO:0043240,47,Fanconi anaemia nuclear complex,"A protein complex composed of the Fanconi anaemia (FA) proteins including A, C, E, G and F (FANCA-F). Functions in the activation of the downstream protein FANCD2 by monoubiquitylation, and is essential for protection against chromosome breakage.",FALSE,GO:0140513,cellular_component,3,7,Fanconi anaemia nuclear complex,GO:0043240,1
GO:0098992,22,neuronal dense core vesicle,"A dense core vesicle (granule) that is part of a neuron. These vesicles typically contain neuropeptides. They can be found in all parts of neurons, including the soma, dendrites, axonal swellings (varicosities) and synaptic terminals.",FALSE,GO:0031045,cellular_component,2,7,neuronal dense core vesicle,GO:0031594,0
GO:0097362,10,MCM8-MCM9 complex,A hexameric protein complex composed of MCM8 and MCM9 and involved in homologous recombination repair following DNA interstrand cross-links.,FALSE,GO:0042555,cellular_component,1,7,MCM8-MCM9 complex,GO:1990905,0
GO:0000110,5,nucleotide-excision repair factor 1 complex,"One of several protein complexes involved in nucleotide-excision repair; possesses DNA damage recognition and endodeoxynuclease activities. In S. cerevisiae, it is composed of Rad1p, Rad10p, and Rad14p; in human the subunits are ERCC4/XPF, ERCC1 and XPA, respectively.|Note that process and function information are included in the term and definition for the purpose of describing and distinguishing the complex.",FALSE,GO:0000109,cellular_component,4,7,nucleotide-excision repair factor 1 complex,GO:0000109,0
GO:0032311,4,angiogenin-PRI complex,A stable heterodimer of angiogenin and placental ribonuclease inhibitor; interaction between angiogenin and PRI prevents angiogenin binding to its receptor to stimulate angiogenesis.,FALSE,GO:0032991|GO:0005576,cellular_component,1,7,no appropriate match,GO:0000000,0
GO:0070532,4,BRCA1-B complex,"A protein complex that contains the BRCA1-BARD1 heterodimer, BACH1 and TopBP1, and binds to DNA during S phase at DNA damage sites.",FALSE,GO:0140513,cellular_component,0,7,no appropriate match,GO:0000000,0
GO:0099738,4,cell cortex region,The complete extent of cell cortex that underlies some some region of the plasma membrane.,FALSE,GO:0099568|GO:0005938,cellular_component,5,7,cell cortex region,GO:0099738,1
GO:1902501,2,lysosomal HOPS complex,Any HOPS complex that is part of a lysosomal membrane.,FALSE,GO:0030897|GO:1902500|GO:0005765,cellular_component,0,7,lysosomal HOPS complex,GO:0034515,0
GO:0042709,2,succinate-CoA ligase complex,"A heterodimeric enzyme complex, usually composed of an alpha and beta chain. Functions in the TCA cycle, hydrolyzing succinyl-CoA into succinate and CoA, thereby forming ATP or GTP.",FALSE,GO:0045239,cellular_component,1,7,succinate-CoA ligase complex,GO:0005953,0
GO:0072380,2,TRC complex,"A protein complex found in yeast that contains GET4, MDY2 (GET5), SGT2, and at least two heat shock proteins, HSP104 and YBR137W. The TRC complex transfers tail-anchored (TA) proteins to GET3 for targeting to the endoplasmic reticulum membrane.",FALSE,GO:0072379,cellular_component,2,7,TRC complex,GO:0072666,0
GO:0035859,2,Seh1-associated complex,"A GTPase-activating protein (GAP) complex that regulates TORC1 signaling by interacting with the Rag GTPase. In S. cerevisiae the complex contains Seh1p, Sec13p, Npr2p, Npr3p, Iml1p, Mtc5p, Rtc1p, and Sea4p.|The Rag GTPase complex corresponds to Gtr1-Gtr2 GTPase complex ; GO:1990131.",FALSE,GO:0032991,cellular_component,1,7,Seh1-associated complex,GO:0071203,0
GO:0097525,1,spliceosomal snRNP complex,A small ribonucleoprotein complex involved in formation of the spliceosome.,FALSE,GO:0030532,cellular_component,10,7,spliceosomal snRNP complex,GO:0005681,0
GO:0120095,1,vacuole-isolation membrane contact site,"An organelle membrane contact site formed at the junction of the vacuolar membrane and the isolation membrane or phagophore in response to starvation or other stresses, leading to the formation of the autophagosome.",FALSE,GO:0044232,cellular_component,0,7,no appropriate match,GO:0000000,0
GO:0061828,1,apical tubulobulbar complex,Actin-based structures involved in establishing close contact between mature spermatids and Sertoli cells at the luminal end of the Sertoli cell.,FALSE,GO:0036284,cellular_component,0,7,apical tubulobulbar complex,GO:0061836,0
GO:0097414,1,classical Lewy body,"Cytoplasmic inclusion, 5 to 15 micrometers in diameter, with a dense core surrounded by a halo of 10 to 20 nm wide radially oriented alpha-synuclein fibrils.",FALSE,GO:0097413,cellular_component,1,7,no appropriate match,GO:0000000,0
GO:0035577,61,azurophil granule membrane,"The lipid bilayer surrounding an azurophil granule, a primary lysosomal granule found in neutrophil granulocytes that contains a wide range of hydrolytic enzymes and is released into the extracellular fluid.",FALSE,GO:0042582|GO:0005765|GO:0030667,cellular_component,5,6,azurophil granule membrane,GO:0035578,0
GO:0032591,16,dendritic spine membrane,The portion of the plasma membrane surrounding a dendritic spine.,FALSE,GO:0097060|GO:0032590|GO:0043197|GO:0032589,cellular_component,2,6,dendritic spine membrane,GO:0097060,0
GO:0097449,14,astrocyte projection,A prolongation or process extending from the soma of an astrocyte and wrapping around neurons.,FALSE,GO:0097386,cellular_component,5,6,astrocyte projection,GO:0097483,0
GO:0106003,6,amyloid-beta complex,"Protein complex involved in modulation of signaling and synaptic function in the brain, predominantly in the cerebral cortex and hippocampus. Forms dimers and multimers of amyloid beta peptide 40 and peptide 42 (proteolytic cleavage products of amyloid beta A4 protein, also known as amyloid beta precursor protein). Mostly found in the extracellular space with a proportion occurring as membrane-bound species. Influences synaptic plasticity through various receptors, mediates dendritic spine loss leading to decreased synapse density, inhibits long-term potentiation (LTP) and enhances long-term depression (LTD). Soluble multimeric form is the main pathogenic species linked to Alzheimer's disease.|An example is Protein 40 of APP (P05067-PRO_0000000093) in PMID:18568035 (inferred by direct assay).",FALSE,GO:0032991,cellular_component,0,6,amyloid-beta complex,GO:1990008,0
GO:1990578,4,perinuclear endoplasmic reticulum membrane,"The membrane of the perinuclear endoplasmic reticulum, which is the portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus.",FALSE,GO:0097038|GO:0016020|GO:0031090|GO:0005789,cellular_component,1,6,perinuclear endoplasmic reticulum membrane,GO:1990578,1
GO:0097733,4,photoreceptor cell cilium,A specialised 9+0 non-motile cilium found in photoreceptor cells. A ciliary transition zone called 'photoreceptor connecting cilium' links the photoreceptor outer segment to the inner segment.,FALSE,GO:0097731|GO:0043005,cellular_component,5,6,photoreceptor cell cilium,GO:0097733,1
GO:0030485,3,smooth muscle contractile fiber,The contractile fiber of smooth muscle cells.,FALSE,GO:0043292,cellular_component,1,6,smooth muscle contractile fiber,GO:0030485,1
GO:0042565,3,RNA nuclear export complex,"A complex which usually consists of three components, e.g. in Xenopus and yeast, the export receptor CRM1 (also known as exportin 1), the Ran protein and any RNA with a nuclear export sequence (NES). The complex acts to export RNA molecules with a NES from the nucleus through a nuclear pore.",FALSE,GO:0031074,cellular_component,1,6,RNA export complex,GO:0071426,0
GO:0034456,3,UTP-C complex,"A protein complex that forms a subcomplex of the 90S preribosome. In S. cerevisiae, it is composed of Rrp7p, Utp22p, Ckb1p, Cka1p, Ckb2p and Cka2p.|Note that the term name uses Saccharomyces gene product names because no other names have yet arisen for this complex; the term nevertheless can be used for analogous complexes in other eukaryotes, and the name can be changed if better wording is found.",FALSE,GO:0030686|GO:0005730|GO:0140513,cellular_component,0,6,UTP-C complex,GO:0034459,0
GO:1902555,2,endoribonuclease complex,A protein complex which is capable of endoribonuclease activity.,FALSE,GO:1905348,cellular_component,1,6,endoribonuclease complex,GO:0031251,0
GO:0045267,1,"proton-transporting ATP synthase, catalytic core",The hexamer that possesses the catalytic activity of the mitochondrial hydrogen-transporting ATP synthase.,FALSE,GO:0098796|GO:0005622|GO:0045261,cellular_component,0,6,"proton-transporting ATP synthase complex, catalytic core",GO:0045267,1
GO:0030990,1,intraciliary transport particle,A nonmembrane-bound oligomeric protein complex that participates in bidirectional transport of molecules (cargo) along axonemal microtubules.|Note that we deem cilia and microtubule-based flagella to be equivalent.,FALSE,GO:0032991,cellular_component,8,6,intraciliary transport particle,GO:0030990,1
GO:0005948,1,acetolactate synthase complex,A dimeric (a large and a small chain) or tetrameric (two large and two small chains) enzyme complex. Catalyzes the formation of acetolactate from pyruvate.|See also the molecular function term 'acetolactate synthase activity ; GO:0003984'.,FALSE,GO:1990234|GO:0005737,cellular_component,0,6,acetolactate synthase complex,GO:0009317,0
GO:0032839,27,dendrite cytoplasm,"All of the contents of a dendrite, excluding the surrounding plasma membrane.",FALSE,GO:0005737|GO:0030425|GO:0120111,cellular_component,6,5,dendrite cytoplasm,GO:0032839,1
GO:0008622,15,epsilon DNA polymerase complex,"A heterotetrameric DNA polymerase complex that catalyzes processive DNA synthesis in the absence of PCNA, but is further stimulated in the presence of PCNA. The complex contains a large catalytic subunit and three small subunits, and is best characterized in Saccharomyces, in which the subunits are named Pol2p, Dpb2p, Dpb3p, and Dpb4p. Some evidence suggests that DNA polymerase epsilon is the leading strand polymerase; it is also involved in nucleotide-excision repair and mismatch repair.",FALSE,GO:0140513|GO:0042575|GO:0000228,cellular_component,0,5,epsilon DNA polymerase complex,GO:0042576,0
GO:0097165,14,nuclear stress granule,A dense aggregation in the nucleus composed of proteins and RNAs that appear when the cell is under stress.,FALSE,GO:0035770|GO:0005634,cellular_component,3,5,nuclear stress granule,GO:0140598,0
GO:0014731,10,spectrin-associated cytoskeleton,"The part of the cytoskeleton composed of spectrin, protein 4.1 and ankyrin. Spectrin-associated cytoskeleton is associated with the plasma membrane.",FALSE,GO:0005856,cellular_component,5,5,spectrin-associated cytoskeleton,GO:0015629,0
GO:0048269,10,methionine adenosyltransferase complex,"A multimeric enzyme complex composed of variable numbers of catalytic alpha subunits, and noncatalytic beta subunits. The beta subunits are believed to have a regulatory function. The enzyme complex catalyzes the synthesis of S-adenosylmethionine (AdoMet), which is the major methyl group donor, participating in the methylation of proteins, DNA, RNA, phospholipids, and other small molecules.",FALSE,GO:0140535|GO:1990234,cellular_component,1,5,methionine adenosyltransferase complex,GO:0009338,0
GO:0071745,7,IgA immunoglobulin complex,"A protein complex composed of two identical immunoglobulin heavy chains of the IgA isotype and two identical immunoglobulin light chains, held together by disulfide bonds, and sometimes complexed with J chain or J chain and secretory component. An IgA immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph.|Note that an IgA immunoglobulin complex has the function of antigen binding if a suitable antigen is available.",FALSE,GO:0019814,cellular_component,1,5,IgA immunoglobulin complex,GO:0071759,0
GO:0071598,7,neuronal ribonucleoprotein granule,"A ribonucleoprotein complex that is found in the cytoplasm of axons and dendrites, and transports translationally silenced mRNAs to dendritic synapses, where they are released and translated in response to specific exogenous stimuli.",FALSE,GO:0036464|GO:0120111,cellular_component,1,5,neuronal ribonucleoprotein granule,GO:0098800,0
GO:0098830,7,presynaptic endosome,"An endosome present in the presynapse that fuses with endocytic vesicles arising in the presynaptic endocytic zone. This organelle is believed to be involved in regeneration of synaptic vesicles.|As of 2015, there is still controversy over the nature of presynaptic endosomes and their relationship to regular endosomes. See Jahne et al., 2015 (PMID:25939282) for details.",FALSE,GO:0098793|GO:0005768,cellular_component,0,5,presynaptic endosome,GO:0098830,1
GO:0032421,6,stereocilium bundle,"A bundle of cross-linked stereocilia, arranged around a kinocilium on the apical surface of a sensory hair cell (e.g. a neuromast, auditory or vestibular hair cell). Stereocilium bundles act as mechanosensory organelles by responding to fluid motion or fluid pressure changes.",FALSE,GO:0098862,cellular_component,2,5,stereocilium bundle,GO:0032420,0
GO:0002944,4,cyclin K-CDK12 complex,A protein complex consisting of cyclin Kand cyclin-dependent kinase 12 (CDK12). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.,FALSE,GO:0000307,cellular_component,1,5,no appropriate match,GO:0000000,0
GO:0005674,4,transcription factor TFIIF complex,A general transcription initiation factor which in humans consists of a heterodimer of an alpha and a beta subunit. Helps recruit RNA polymerase II to the initiation complex and promotes translation elongation.,FALSE,GO:0090575|GO:0016591,cellular_component,3,5,transcription factor TFIIF complex,GO:0005665,0
GO:0005965,4,protein farnesyltransferase complex,A protein complex that possesses protein farnesyltransferase activity.,FALSE,GO:0032476|GO:0005737,cellular_component,1,5,protein farnesyltransferase complex,GO:0004660,0
GO:0071819,4,DUBm complex,"A protein complex that forms part of SAGA-type complexes SAGA and SLIK, and mediates deubiquitination of histone H2B. In S. cerevisiae, the DUBm consists of the proteins Ubp8p, Sgf11p, Sus1p, and Sgf73p.",FALSE,GO:0140513,cellular_component,0,5,DUBm complex,GO:0031463,0
