hpo_id,hpo_term,hpo_parent,hpo_term_pmc,hpo_annotations,hpo_id_pmc,normalized_term,normalized_id,hpo_match
HP:0020089,Post-vaccination rubella,HP:0020085,2096,1,0,no appropriate match,HP:0000000,0
HP:0009932,Single naris,HP:0005288,2095,10,0,Single nostril,HP:0000453,0
HP:0004188,Abnormal 4th finger morphology,HP:0001167,2095,0,0,Abnormality of the 4th finger,HP:0009237,0
HP:0002091,Restrictive ventilatory defect,HP:0030878|HP:0002795,2094,105,1,Restrictive ventilatory defect,HP:0002091,1
HP:0025390,Reticular pattern on pulmonary HRCT,HP:0025389,2094,5,0,Reticular pattern on pulmonary HRCT,HP:0030879,0
HP:0000221,Furrowed tongue,HP:0030809,2093,27,2,Fissured tongue,HP:0000221,1
HP:0034485,Neuroepithelial cyst,HP:0030063|HP:0100835,2093,0,0,no appropriate match,HP:0000000,0
HP:0000294,Low anterior hairline,HP:0000599,2092,144,10,Low anterior hairline,HP:0000294,1
HP:0031487,Capillary malformation of the lip,HP:0031486,2092,2,0,Capillary malformation of the lip,HP:0031838,0
HP:0011633,Complete left sided absence of pericardium,HP:0011628,2092,0,0,Absent left pericardium,HP:0006699,0
HP:0031714,Distance exotropia,HP:0000577,2092,0,0,Exotropia,HP:0000577,0
HP:0004403,Proximal esophageal atresia,HP:0002032,2092,0,0,Esophageal atresia,HP:0002032,0
HP:0032811,Neonatal electrographic only seizure,HP:0032808,2091,0,0,Neonatal electroencephalographic seizure,HP:0032798,0
HP:0100669,Abnormal pigmentation of the oral mucosa,HP:0011830,2088,3,0,Abnormal oral mucosa pigmentation,HP:0010296,0
HP:0009127,Abnormality of the musculature of the limbs,HP:0040064|HP:0011805,2087,2,2,Abnormality of the musculature of the limbs,HP:0003011,0
HP:0410355,Decreased sialylated N-glycan level,HP:0012349,2087,0,0,Abnormality of N-glycosylation,HP:0012345,0
HP:0100505,Decreased circulating vitamin B5 concentration,HP:0004340,2083,0,0,Decreased circulating vitamin B5 concentration,HP:0004335,0
HP:0011957,Abnormal pectoral muscle morphology,HP:0009131,2081,0,1,Abnormality of the pectoralis muscle,HP:0009758,0
HP:0012546,Skewed maternal X inactivation,HP:0002686,2081,0,0,Skewed X-inactivation,HP:0010985,0
HP:0005465,Facial hyperostosis,HP:0004493,2080,4,1,Facial hyperostosis,HP:0004480,0
HP:6001100,Positive serum amyloid P scintigraphy,HP:0011034,2080,0,1,no appropriate match,HP:0000000,0
HP:0100251,Multiple central nervous system lipomas,HP:0001012|HP:0100835,2077,1,0,no appropriate match,HP:0000000,0
HP:0012170,Nail-biting,HP:0012169|HP:0000722,2076,4,0,Nail biting,HP:0410109,0
HP:0001052,Nevus flammeus,HP:0025104|HP:0003764,2075,28,7,Port-wine stain,HP:0001053,0
HP:0002162,Low posterior hairline,HP:0030141|HP:0025668,2075,145,5,Low posterior hairline,HP:0002162,1
HP:0033548,Mesangial amyloid deposition,HP:0033544,2074,0,0,Renal amyloidosis,HP:0011034,0
HP:0006121,Acral ulceration,HP:0031917,2073,12,0,Acral ulcer,HP:0032131,0
HP:0025775,Tangential speech,HP:0025773,2072,0,0,Tangential speech,HP:0002545,0
HP:0032636,Tubulointerstitial viral infiltration,HP:0001969,2072,0,0,no appropriate match,HP:0000000,0
HP:0012060,Acral lentiginous melanoma,HP:0012056,2071,1,0,no appropriate match,HP:0000000,0
HP:0009062,Infantile axial hypotonia,HP:0008947|HP:0008936,2069,30,11,Infantile axial hypotonia,HP:0008936,0
HP:3000022,Abnormality of cartilage of external ear,HP:0002763|HP:0000377,2069,3,0,Abnormality of the external ear,HP:0000377,0
HP:0001008,Accumulation of melanosomes in melanocytes,HP:0011125,2068,3,0,Abnormal melanosome morphology,HP:0009878,0
HP:0041236,Fractured middle phalanx of manus,HP:0009833|HP:0041241,2068,0,0,Fracture of the phalanx of the hand,HP:0009768,0
HP:0012631,Pigment deposition in the trabecular meshwork,HP:0012630,2067,2,0,Pigment deposition in trabecular meshwork,HP:0032020,0
HP:0011617,Pulmonary situs ambiguus,HP:0011615,2067,1,0,Situs ambiguus,HP:0012735,0
HP:0007627,Mandibular condyle aplasia,HP:0005790,2064,3,1,Aplasia/Hypoplasia of the mandibular condyle,HP:0009117,0
HP:6000359,Reduced muscle 6-phosphofructokinase activity,HP:0034526,2064,1,0,Decreased muscle 6-phosphofructokinase activity,HP:0003535,0
HP:0030798,Abnormality of the bed nucleus of stria terminalis,HP:0002500,2063,0,0,no appropriate match,HP:0000000,0
HP:0001166,Arachnodactyly,HP:0100807|HP:0001238,2061,176,6,Arachnodactyly,HP:0001166,1
HP:0033635,Post-capillary pulmonary hypertension,HP:0004890,2061,0,0,Pulmonary venous hypertension,HP:0012115,0
HP:0410358,Decreased high-mannose N-glycan level,HP:0410356,2060,0,0,no appropriate match,HP:0000000,0
HP:0034168,Reduced circulating interleukin 22 concentration,HP:0034167,2059,1,0,Decreased circulating interleukin-22 level,HP:0034060,0
HP:0500024,Aplasia of the musculature of the pelvis,HP:0001471,2059,0,0,Pelvic muscle aplasia,HP:0001438,0
HP:0010322,Abnormal fifth toe morphology,HP:0001780,2058,1,0,Abnormality of the fifth toe,HP:0010056,0
HP:0033228,Triceps areflexia,HP:0012046,2057,0,0,Absent triceps reflex,HP:0002311,0
HP:0100552,Neoplasm of the tracheobronchial system,HP:0100526|HP:0005607,2055,0,1,Tracheobronchial neoplasm,HP:0030358,0
HP:0007402,Areas of hypopigmentation and hyperpigmentation that do not follow Blaschko lines,HP:0009123,2054,1,0,Cutaneous mosaicism,HP:0001004,0
HP:0500155,Abnormal circulating asparagine concentration,HP:0010899,2054,0,0,Abnormal circulating asparagine level,HP:0010900,0
HP:0030468,Abnormal multifocal electroretinogram,HP:0000512,2053,1,0,Abnormal electroretinogram,HP:0000656,0
HP:0003795,Short middle phalanx of toe,HP:0010183|HP:0001831,2052,3,1,Short middle phalanx of the toe,HP:0010109,0
HP:0100312,Cerebral germinoma,HP:0100620|HP:0100835|HP:0100836,2052,0,0,no appropriate match,HP:0000000,0
HP:0025118,Lip discoloration,HP:0032453,2051,1,0,Abnormality of the lips,HP:0000153,0
HP:6000671,Breast myxoma,HP:0100013,2051,0,0,no appropriate match,HP:0000000,0
HP:0004923,Hyperphenylalaninemia,HP:0010893,2049,9,1,Hyperphenylalaninemia,HP:0007883,0
HP:0003131,Cystinuria,HP:0033095,2048,10,2,Cystinuria,HP:0003129,0
HP:0034675,Toe joint contracture,HP:0001780,2048,1,0,Toe joint contracture,HP:0001772,0
HP:0000782,Abnormal scapula morphology,HP:0000765,2047,6,1,Abnormality of the scapula,HP:0000872,0
HP:0000511,Vertical supranuclear gaze palsy,HP:0000605,2047,25,0,Vertical supranuclear gaze palsy,HP:0000511,1
HP:0032520,Masseter muscular weakness,HP:0031815,2047,0,0,Masseter muscle weakness,HP:0009290,0
HP:0033783,Molar incisor malformation,HP:0011070,2046,0,0,no appropriate match,HP:0000000,0
HP:0010458,Female pseudohermaphroditism,HP:0000055,2045,8,1,"46,XX disorder of sex development",HP:0012244,0
HP:0006488,Bowing of the arm,HP:0006487|HP:0002817,2045,7,0,Bowing of the long bones,HP:0006487,0
HP:0100252,Diaphyseal dysplasia,HP:0000940|HP:0002652,2044,6,0,Diaphyseal dysplasia,HP:0000944,0
HP:0008320,Impaired collagen-induced platelet aggregation,HP:0003540,2042,16,3,Abnormal platelet aggregation,HP:0011877,0
HP:0012271,Episodic upper airway obstruction,HP:0002781,2040,2,0,Intermittent upper airway obstruction,HP:0010323,0
HP:0030383,Abnormal proportion of marginal zone B cells,HP:0030373,2040,0,0,Abnormality of B cell number,HP:0010975,0
HP:0007513,Generalized hypopigmentation,HP:0001010,2038,20,3,Generalized hypopigmentation,HP:0007513,1
HP:0005462,Calcification of falx cerebri,HP:0010653|HP:0002514,2038,8,1,Calcification of the falx cerebri,HP:0010647,0
HP:0034459,Ameliorated by lumbar puncture,HP:0025254,2038,0,1,no appropriate match,HP:0000000,0
HP:0009892,Anotia,HP:0008772,2037,16,4,Anotia,HP:0008551,0
HP:0000667,Phthisis bulbi,HP:0012372,2037,11,0,Phthisis bulbi,HP:0000525,0
HP:0000934,Chondrocalcinosis,HP:0100685|HP:0010766|HP:0001367,2035,24,1,Chondrocalcinosis,HP:0000933,0
HP:0025348,Abnormal corneal limbus morphology,HP:0000481,2035,2,0,Abnormality of the corneal limbus,HP:0008061,0
HP:0012186,Entrapment neuropathy of the ulnar nerve at elbow,HP:0012181,2035,1,0,Ulnar neuropathy,HP:0003879,0
HP:0011383,Enlarged semicircular canal,HP:0011380,2034,0,0,Enlarged vestibular aqueduct,HP:0011389,0
HP:0002812,Coxa vara,HP:0003367,2032,94,2,Coxa vara,HP:0002812,1
HP:0033435,Abnormal circulating keto acid concentration,HP:0010996,2032,0,0,Abnormal circulating ketoacid concentration,HP:0011015,0
HP:0100042,Broad 4th toe,HP:0010321|HP:0001837,2032,0,0,Broad hallux,HP:0010055,0
HP:0033159,Reduced urinary inosine level,HP:0040421,2032,0,0,no appropriate match,HP:0000000,0
HP:0032619,Perinephric abscess,HP:0012210,2030,0,0,Perinephric abscess,HP:0003243,0
HP:0012077,Histrionic personality disorder,HP:0012075,2029,0,0,no appropriate match,HP:0000000,0
HP:0003935,Wide humeral diaphysis,HP:0003926|HP:0003861,2028,0,1,Wide diaphysis,HP:0006470,0
HP:0031985,Esophageal exudate,HP:0002031,2028,1,0,Esophageal exudate,HP:0032110,0
HP:0031173,Tibial spur,HP:0002992,2026,0,0,no appropriate match,HP:0000000,0
HP:0001829,Foot polydactyly,HP:0010442|HP:0009136|HP:0001780,2023,27,2,Polydactyly of the feet,HP:0001830,0
HP:0001413,Micronodular cirrhosis,HP:0001394,2022,16,2,Cirrhosis,HP:0001394,0
HP:0000852,Pseudohypoparathyroidism,HP:0011767,2022,12,2,Pseudohypoparathyroidism,HP:0003524,0
HP:0012002,Experiential epileptic aura,HP:0033346,2022,1,0,Epileptic aura,HP:0030674,0
HP:0011631,Complete right sided absence of pericardium,HP:0011628,2022,0,0,Absent pericardium,HP:0001696,0
HP:0000973,Cutis laxa,HP:0008067,2020,79,3,Cutis laxa,HP:0000977,0
HP:0430069,Positive JC-virus PCR test in the blood circulation,HP:0430067,2020,0,0,no appropriate match,HP:0000000,0
HP:0004918,Hyperchloremic metabolic acidosis,HP:0001995|HP:0001942,2019,14,0,Hyperchloremic metabolic acidosis,HP:0001995,0
HP:0005109,Abnormality of the Achilles tendon,HP:0100261|HP:0001760,2019,9,0,Abnormality of the Achilles tendon,HP:0005109,1
HP:0001995,Hyperchloremic acidosis,HP:0001941,2019,3,0,Hyperchloremic metabolic acidosis,HP:0001995,1
HP:0030988,Granulomatous cholangitis,HP:0030151,2019,1,0,no appropriate match,HP:0000000,0
HP:0500183,Abnormal CSF carboxylic acid concentration,HP:0025454,2019,0,0,Abnormal CSF carboxylic acid concentration,HP:0010935,0
HP:0033578,Pre-capillary pulmonary hypertension,HP:0004890,2018,0,0,Pulmonary arterial hypertension,HP:0002092,0
HP:6000814,Temporomandibular joint dislocation,HP:0010754,2018,0,0,Temporomandibular joint dislocation,HP:0003498,0
HP:0034827,Triggered by levothyroxin exposure,HP:0034826,2018,0,0,no appropriate match,HP:0000000,0
HP:6000182,Absent otoacoustic emissions,HP:0031704,2017,1,0,Absent otoacoustic emissions,HP:0030650,0
HP:0034331,McConnell sign,HP:0034330,2017,0,0,no appropriate match,HP:0000000,0
HP:0011589,Common origin of the right brachiocephalic artery and left common carotid artery,HP:0011587,2016,0,0,Common origin of the brachiocephalic trunk and left common carotid artery,HP:0011604,0
HP:0033992,Chronotropic incompetence,HP:0011025,2015,2,0,Chronotropic incompetence,HP:0005181,0
HP:0031049,Heavy-chain paraproteinemia,HP:0031047,2014,0,0,Monoclonal paraproteinemia,HP:0031797,0
HP:0032471,Focal polymicrogyria,HP:0002126,2012,4,0,Focal polymicrogyria,HP:0011800,0
HP:0012025,Abnormal circulating ornithine concentration,HP:0033109,2012,0,0,Abnormal circulating ornithine level,HP:0003350,0
HP:0032587,Renal interstitial calcium oxalate,HP:0032581,2011,0,0,Nephrocalcinosis,HP:0000121,0
HP:0032999,Increased fecal porphyrin,HP:0031685,2010,2,0,Increased fecal porphyrin,HP:0003003,0
HP:0000495,Recurrent corneal erosions,HP:0200020,2008,23,6,Recurrent corneal erosions,HP:0000495,1
HP:0020179,Abnormal circulating haptoglobin concentration,HP:0010876,2007,0,0,Abnormal circulating haptoglobin level,HP:0032180,0
HP:0004272,Cortical thinning of hand bones,HP:0005926|HP:0002753,2007,0,0,Cortical bone thinning,HP:0002753,0
HP:0007793,Granular macular appearance,HP:0008002|HP:0007814,2006,5,0,no appropriate match,HP:0000000,0
HP:0025448,Anterior displacement of the papillary muscles,HP:0025447,2006,0,0,no appropriate match,HP:0000000,0
HP:0003106,Subperiosteal bone resorption,HP:0002813,2003,3,1,Subperiosteal bone resorption,HP:0004980,0
HP:0011231,Prominent eyelashes,HP:0000499,2003,7,0,Long eyelashes,HP:0000527,0
HP:0031699,Disseminated cryptosporidium infection,HP:0031690|HP:0020104,2003,1,0,no appropriate match,HP:0000000,0
HP:0034868,Entamoeba histolytica antibody positive in stool,HP:0034866,2003,0,0,no appropriate match,HP:0000000,0
HP:0003533,Reduced acetaldehyde dehydrogenase level,HP:0012379,2002,1,0,no appropriate match,HP:0000000,0
HP:6000379,Pancreatic arteriovenous malformation,HP:0012090,2002,0,0,no appropriate match,HP:0000000,0
HP:4000174,Ameliorated by potassium supplements,HP:0025254,2001,0,0,no appropriate match,HP:0000000,0
HP:0006505,Abnormal limb epiphysis morphology,HP:0005930|HP:0002813,1998,1,2,Abnormality of the epiphyses,HP:0010586,0
HP:0003089,Hamstring contractures,HP:0005750,1998,10,1,Hamstring contracture,HP:0006388,0
HP:0035002,Reduced epidermal keratin 5 protein expression,HP:0035004,1998,0,0,Abnormality of keratinocyte morphology,HP:0007556,0
HP:0006659,Internally rotated shoulders,HP:0003043,1997,2,0,Internally rotated shoulders,HP:0006468,0
HP:0000286,Epicanthus,HP:0000492,1996,778,20,Epicanthus,HP:0000286,1
HP:0001586,Vesicovaginal fistula,HP:0004321|HP:0004320,1995,5,1,Vesicovaginal fistula,HP:0001406,0
HP:0004875,Neonatal inspiratory stridor,HP:0005348|HP:0002643,1995,2,1,Neonatal stridor,HP:0005118,0
HP:0034171,Reduced circulating interleukin 23 concentration,HP:0034170,1995,1,0,no appropriate match,HP:0000000,0
HP:6000541,Positive cutaneous herpes simplex virus nucleic acid test,HP:0430117,1995,0,0,no appropriate match,HP:0000000,0
HP:0006552,Fibrocystic lung disease,HP:0005948,1994,1,0,Cystic lung disease,HP:0005912,0
HP:0032147,Erythromelalgia,HP:0012531,1993,6,2,Erythromelalgia,HP:0010788,0
HP:0031503,Night gasping,HP:0002793,1992,0,2,Paroxysmal nocturnal dyspnea,HP:0002039,0
HP:0031441,Abnormal tricuspid valve annulus morphology,HP:0001702,1990,1,1,Abnormality of the tricuspid valve annulus,HP:0002689,0
HP:0040071,Abnormal morphology of ulna,HP:0011314|HP:0040072,1988,33,0,Abnormality of the ulna,HP:0003022,0
HP:0045063,Increased PIVKA-II,HP:0100831,1988,0,0,no appropriate match,HP:0000000,0
HP:0034048,Decreased circulating chenodeoxycholic acid concentration,HP:0030985,1987,1,0,no appropriate match,HP:0000000,0
HP:0006821,Frontal polymicrogyria,HP:0002126,1984,7,1,Polymicrogyria,HP:0002126,0
HP:0100272,Branchial sinus,HP:0009794,1984,2,1,Branchial sinus,HP:0001159,0
HP:0031223,Focal pancreatic islet hyperplasia,HP:0004510,1982,2,0,Focal islet cell hyperplasia,HP:0005180,0
HP:0007045,Midline brain calcifications,HP:0002514,1981,3,1,Intracranial calcification,HP:0002514,0
HP:0033289,Glomerular basement membrane wrinkling,HP:0033282,1981,0,0,Abnormality of the glomerular basement membrane,HP:0005576,0
HP:0032274,Increased CSF N-acetylaspartic acid concentration,HP:0025454,1980,1,0,Increased N-acetylaspartate level in CSF,HP:0012448,0
HP:0100306,Muscle fiber hyaline bodies,HP:0100303,1980,1,0,no appropriate match,HP:0000000,0
HP:6000640,Lipid-laden bone-marrow macrophages,HP:0005561,1980,0,0,Foam cells,HP:0011227,0
HP:0025162,Severe temper tantrums,HP:0025160,1979,6,1,Temper tantrums,HP:0010862,0
HP:0004785,Malrotation of colon,HP:0002566|HP:0002250,1979,4,0,Intestinal malrotation,HP:0002566,0
HP:0031126,Impaired clot retraction,HP:0011869,1979,3,0,Abnormality of clot retraction,HP:0011894,0
HP:0034227,Aortic isthmus hypoplasia,HP:0012304,1979,1,0,Aortic isthmus hypoplasia,HP:0012720,0
HP:3000056,Abnormality of artery of lower lip,HP:3000024,1979,0,0,no appropriate match,HP:0000000,0
HP:0010459,True hermaphroditism,HP:0000062,1978,7,1,Ovotesticular disorder of sex development,HP:0010459,1
HP:0034990,Shoulder abduction contracture,HP:0034665,1978,0,0,Contracture of the shoulder,HP:0006467,0
HP:0000768,Pectus carinatum,HP:0000766,1977,232,7,Pectus carinatum,HP:0000768,1
HP:0034810,Small acrosomal area,HP:0012865,1977,0,1,Abnormal acrosome morphology,HP:0001675,0
HP:0008422,Vertebral wedging,HP:0003312,1977,16,0,Vertebral wedging,HP:0003307,0
HP:0045045,Elevated circulating acylcarnitine concentration,HP:0012071,1976,14,1,Elevated circulating acylcarnitine level,HP:0003237,0
HP:0410066,Increased level of hippuric acid in urine,HP:0031980,1976,4,0,no appropriate match,HP:0000000,0
HP:0012859,Esophageal leukoplakia,HP:0002031,1976,0,0,no appropriate match,HP:0000000,0
HP:0033306,Decreased circulating fetuin A concentration,HP:0033305,1975,0,1,no appropriate match,HP:0000000,0
HP:0000676,Abnormality of the incisor,HP:0000164,1974,2,1,Abnormality of the incisors,HP:0000676,1
HP:0011049,Agenesis of primary maxillary lateral incisor,HP:0000690,1974,0,0,Agenesis of maxillary lateral incisor,HP:0006335,0
HP:0000588,Optic disc coloboma,HP:0012795|HP:0000589,1973,42,2,Optic disc coloboma,HP:0000588,1
HP:0002461,Cerebellar dentate nucleus calcification,HP:0100321|HP:0007352,1973,5,0,Basal ganglia calcification,HP:0002135,0
HP:0012012,EEG with parietal focal spike waves,HP:0033719|HP:0011197,1973,1,0,Parietal focal epileptiform discharges,HP:0011151,0
HP:0011412,Ventouse delivery,HP:0001787,1972,3,0,no appropriate match,HP:0000000,0
HP:0005210,Hypoplastic colon,HP:0100811,1972,1,0,Hypoplastic colon,HP:0002243,0
HP:0004712,Renal malrotation,HP:0012210,1969,10,3,Abnormal renal rotation,HP:0010953,0
HP:0004589,Dysplasia of second lumbar vertebra,HP:0003468,1969,1,2,Abnormality of the lumbar vertebrae,HP:0008469,0
HP:0045014,Hypolipidemia,HP:0003119,1969,1,0,Hypolipidemia,HP:0003563,0
HP:6000445,Elevated thallium concentration,HP:0410172,1969,0,0,no appropriate match,HP:0000000,0
HP:0001355,Megalencephaly,HP:0002060,1968,31,2,Megalencephaly,HP:0001355,1
HP:0040139,Lipogranulomatosis,HP:0004356|HP:0002955,1968,1,0,no appropriate match,HP:0000000,0
HP:0100548,Exstrophy,HP:0004298,1965,0,0,Bladder exstrophy,HP:0000010,0
HP:0034793,Small intestinal hamartoma,HP:0010566|HP:0100833,1965,0,0,Intestinal hamartomatous polyp,HP:0012190,0
HP:0010514,Hyperpituitarism,HP:0011747,1964,3,0,Pituitary gland hyperfunction,HP:0000869,0
HP:0025363,Glomerular endocapillary hypercellularity,HP:0025006,1964,0,0,Endocapillary glomerulonephritis,HP:0002903,0
HP:0033200,Triceps hyporeflexia,HP:0012391,1961,0,0,Hyporeflexia,HP:0001265,0
HP:0031222,Increased circulating thyroxine-binding globulin level,HP:0034590,1960,0,0,Increased circulating thyroxine-binding globulin level,HP:0003160,0
HP:0002265,Large fleshy ears,HP:0000400,1959,13,1,Large fleshy ears,HP:0000388,0
HP:0500066,Latent myopia,HP:0000545,1959,0,0,no appropriate match,HP:0000000,0
HP:0006390,Anterior tibial bowing,HP:0002982,1958,4,1,Tibial bowing,HP:0002982,0
HP:0003070,Elbow ankylosis,HP:0031013|HP:0009811,1957,12,0,Elbow ankylosis,HP:0002987,0
HP:0011838,Sclerodactyly,HP:0001072,1957,12,0,Sclerodactyly,HP:0100808,0
HP:0025441,Achilles tendon calcification,HP:0005109,1957,2,0,Achilles tendon calcification,HP:0100835,0
HP:0012560,Decreased T3/T4 ratio,HP:0012558,1957,0,0,Abnormality of thyroid hormone levels,HP:0011120,0
HP:0033370,Bronchial telangiectasia,HP:0100579|HP:0004930,1956,0,0,no appropriate match,HP:0000000,0
HP:0011020,Abnormality of mucopolysaccharide metabolism,HP:0004371,1955,3,0,Abnormality of glycosaminoglycan metabolism,HP:0004371,0
HP:4000115,Potassium-sparing diuretic exposure,HP:4000112,1955,0,0,no appropriate match,HP:0000000,0
HP:0007620,Cutaneous leiomyoma,HP:0008069,1954,4,0,Cutaneous leiomyoma,HP:0009730,0
HP:5200265,Pressured speech,HP:0031434|HP:0002167,1954,0,0,Pressured speech,HP:0002282,0
HP:6000567,Elevated circulating oxalate concentration,HP:0040145,1952,0,0,Hyperoxaluria,HP:0002153,0
HP:0031393,Abnormal proportion of CD8-positive T cells,HP:0025540,1951,4,0,Abnormality of CD8-positive T cells,HP:0011840,0
HP:0003414,Atlantoaxial dislocation,HP:0003413,1950,8,1,Atlantoaxial dislocation,HP:0003414,1
HP:0010765,Palmar hyperkeratosis,HP:0040211|HP:0000962,1950,15,0,Palmoplantar keratoderma,HP:0000982,0
HP:0003140,T-wave inversion in the right precordial leads,HP:0010872,1950,2,0,T-wave inversion,HP:0005513,0
HP:0033759,Impaired renal tubular reabsorption of magnesium,HP:0011038,1950,1,0,Renal magnesium wasting,HP:0004921,0
HP:0012385,Camptodactyly,HP:0030044,1949,206,3,Camptodactyly,HP:0012385,1
HP:0001056,Milia,HP:0011355,1949,47,2,Milia,HP:0031864,0
HP:0030490,Exudative vitreoretinopathy,HP:0007773,1949,11,2,Exudative vitreoretinopathy,HP:0007917,0
HP:0032864,Focal aware sensory seizure with auditory features,HP:0032754|HP:0011158,1949,2,0,Focal aware sensory seizure with auditory features,HP:0020219,0
HP:0010746,Hypoplasia of the phalanges of the toes,HP:0010173,1947,1,0,Hypoplasia of the toe phalanges,HP:0008063,0
HP:0012421,Congenital absence of foreskin,HP:0100587,1947,0,0,no appropriate match,HP:0000000,0
HP:0004242,Broad carpal bones,HP:0004237,1944,2,0,Broad long bone,HP:0006487,0
HP:0033158,Reduced respiratory ciliary beating frequency,HP:0012261,1942,2,0,Abnormal ciliary motility,HP:0012262,0
HP:0012361,Increased fucosylation of O-linked protein glycosylation,HP:0012359,1941,0,0,no appropriate match,HP:0000000,0
HP:0002495,Impaired vibratory sensation,HP:0010831,1937,73,3,Impaired vibratory sensation,HP:0002160,0
HP:0002623,Overriding aorta,HP:0001679,1935,12,1,Overriding aorta,HP:0002623,1
HP:0025477,Periarticular calcification,HP:0010766,1935,4,0,Periarticular calcification,HP:0100958,0
HP:0005273,Absent nasal septal cartilage,HP:3000034|HP:0009935,1934,5,1,Absent nasal septal cartilage,HP:0000419,0
HP:0012409,Cortical nephrocalcinosis,HP:0000121,1934,1,0,Nephrocalcinosis,HP:0005575,0
HP:6000583,Positive synovial fluid gram stain,HP:6000581,1933,0,0,Positive synovial fluid gram stain,HP:0031940,0
HP:5200215,Visceral hallucination,HP:5200214,1933,0,0,no appropriate match,HP:0000000,0
HP:0008336,Complex organic aciduria,HP:0001992,1932,2,0,Complex organic aciduria,HP:0001992,0
HP:0000222,Gingival hyperkeratosis,HP:0000962|HP:0000168,1929,3,2,Gingival hyperkeratosis,HP:0000221,0
HP:0030387,Increased proportion of class-switched memory B cells,HP:0030375|HP:0030386,1929,0,0,no appropriate match,HP:0000000,0
HP:0003371,Enlargement of the proximal femoral epiphysis,HP:0010580|HP:0010574,1928,3,0,Abnormality of the proximal femoral epiphysis,HP:0003090,0
HP:0025341,Corneal keratic precipitates,HP:0011488,1927,4,0,Corneal keratic precipitates,HP:0032220,0
HP:0001800,Hypoplastic toenails,HP:0010624|HP:0001792,1926,70,1,Hypoplastic toenails,HP:0001800,1
HP:0034806,Vaginal foreign body sensation,HP:0034268,1926,1,0,no appropriate match,HP:0000000,0
HP:0001083,Ectopia lentis,HP:0000517,1925,50,4,Ectopia lentis,HP:0001083,1
HP:0003071,Flattened epiphysis,HP:0005930,1925,22,1,Flattened epiphysis,HP:0003073,0
HP:0003900,Small humeral epiphyses,HP:0003891|HP:0003844,1925,0,0,Small epiphyses,HP:0010585,0
HP:0007642,Congenital stationary night blindness,HP:0000662|HP:0000556,1924,26,1,Congenital stationary night blindness,HP:0007642,1
HP:0000748,Inappropriate laughter,HP:5200029,1923,25,4,Inappropriate laughter,HP:0000708,0
HP:0032516,Invasive dermatophyte infection,HP:0032162,1922,0,0,no appropriate match,HP:0000000,0
HP:0010761,Broad columella,HP:0009929,1921,23,2,Broad nasal tip,HP:0000455,0
HP:0040186,Maculopapular exanthema,HP:4000054,1921,25,0,Maculopapular rash,HP:0000972,0
HP:0006509,Diverticulosis of trachea,HP:0002778,1920,1,1,no appropriate match,HP:0000000,0
HP:0003269,Sudanophilic leukodystrophy,HP:0002415,1920,3,0,Adrenoleukodystrophy,HP:0002511,0
HP:0012011,EEG with occipital focal spike waves,HP:0011197|HP:0033720,1919,1,1,Occipital spikes on EEG,HP:0011151,0
HP:0034218,Fetal intraventricular hemorrhage with ventriculomegaly,HP:0034210,1919,0,0,Fetal intraventricular hemorrhage,HP:0011434,0
HP:0034214,Fetal intraventricular hemorrhage without ventriculomegaly,HP:0034210,1919,0,0,Fetal intraventricular hemorrhage,HP:0031556,0
HP:5200101,Limited Repertoire of gestures,HP:4000090,1918,0,0,Impaired use of nonverbal behaviors,HP:0000736,0
HP:0007429,Few cafe-au-lait spots,HP:0000957,1915,8,2,Few cafe-au-lait spots,HP:0007565,0
HP:0008090,Ankylosis of feet small joints,HP:0031013|HP:0001760,1915,1,1,Ankylosis of the small joints of the feet,HP:0005863,0
HP:0006438,Enlargement of the distal femoral epiphysis,HP:0010590,1914,5,0,Abnormality of the distal femoral epiphysis,HP:0006433,0
HP:0009059,Congenital generalized lipodystrophy,HP:0009125,1913,3,5,Congenital generalized lipodystrophy,HP:0009081,0
HP:0012363,Decreased sialylation of O-linked protein glycosylation,HP:0012362,1909,2,0,no appropriate match,HP:0000000,0
HP:6000636,Exposure to cosmetic fragrances,HP:4000110,1908,0,0,no appropriate match,HP:0000000,0
HP:0034629,Xanthoma of bone,HP:0011842,1907,0,0,no appropriate match,HP:0000000,0
HP:4000093,Ectopic tooth eruption,HP:0006292,1905,1,0,Ectopic eruption of teeth,HP:0003471,0
HP:0430036,Supracondylar elbow fracture,HP:0041219,1904,0,0,no appropriate match,HP:0000000,0
HP:0008291,Pituitary corticotropic cell adenoma,HP:0002893,1902,7,0,Pituitary corticotroph adenoma,HP:0002890,0
HP:0045048,Increased HbA2 hemoglobin,HP:0011902,1899,4,0,Increased HbA2,HP:0011904,0
HP:0009622,Distally placed thumb,HP:0009603,1899,3,0,Distal placement of thumb,HP:0009623,0
HP:0004886,Congenital laryngeal stridor,HP:0005348,1898,5,0,Laryngomalacia,HP:0001601,0
HP:6000918,Transverse terminal upper limb defect,HP:0002817|HP:6000818,1898,0,0,Transverse limb reduction defect,HP:0009824,0
HP:0030224,Abnormal muscle fiber desmin,HP:0030089,1897,0,0,Abnormality of muscle fiber,HP:0004302,0
HP:0034711,Peripheral axonal distension,HP:0000759,1897,0,0,Axonal swelling,HP:0003408,0
